timestamp,open,high,low,close,volume
1639008000,50535.15,50839.01,47332.43,47593.12,2585.43270776
1638921600,50635.87,51249.41,48656.20,50543.30,1598.43571319
1638835200,50550.09,51991.00,50062.13,50627.32,1719.31761862
1638748800,49484.00,50986.00,47111.00,50555.00,4652.11767659
1638662400,49240.81,49777.62,47836.34,49463.22,5156.66613697
1638576000,53685.47,53877.77,41967.50,49234.97,10025.68966854
1638489600,56534.26,57652.00,51556.01,53743.69,2964.76818531
1638403200,57232.71,57413.52,55839.85,56547.96,2758.14469791
1638316800,57027.28,59099.64,56469.22,57251.59,2515.54071956
1638230400,57843.33,59250.00,55918.80,56974.12,3562.71762735
1638144000,57327.32,58931.07,56750.00,57845.12,2069.73496900
1638057600,54764.24,57482.42,53308.93,57338.55,1377.55454862
1637971200,53794.32,55382.00,53653.45,54774.66,1360.56586778
1637884800,59004.88,59207.36,53524.03,53789.35,5221.84056738
1637798400,57169.19,59445.45,57044.42,58990.14,1362.17480499
1637712000,57583.91,57750.20,55894.62,57185.06,1809.45432912
1637625600,56283.80,57897.54,55128.60,57579.99,2732.08480061
1637539200,58679.27,59516.78,55628.57,56294.11,2943.16337271
1637452800,59785.85,60090.55,58525.84,58678.47,895.67509480
1637366400,58126.46,59896.54,57424.27,59768.54,1172.15930996
1637280000,56924.94,58402.05,55640.00,58128.55,3277.02585927
1637193600,60376.94,60978.39,56516.44,56917.66,6160.70975752
1637107200,60115.12,60888.50,58400.00,60373.65,3716.81055911
1637020800,63621.61,63628.00,58563.00,60142.31,4632.77331708
1636934400,65509.87,66387.40,63348.91,63606.09,2000.82362240
1636848000,64403.43,65509.87,63595.76,65509.87,1247.88451724
1636761600,64140.23,64980.00,63400.00,64417.52,830.13101807
1636675200,64783.13,65497.53,62294.84,64158.41,2519.30730563
1636588800,64919.18,65625.44,64140.00,64821.33,1583.28379977
1636502400,66928.42,69000.00,62856.71,64921.43,3419.11869317
1636416000,67547.49,68564.40,66250.00,66945.72,2136.85836086
1636329600,63300.00,67803.55,63300.00,67559.00,2715.42386367
1636243200,61542.43,63300.00,61396.57,63300.00,1115.66885061
1636156800,61008.19,61609.50,60109.91,61542.44,1268.51181970
1636070400,61430.02,62666.52,60769.17,61031.91,1569.40792218
1635984000,62945.38,63136.82,60725.00,61457.25,1507.54272229
1635897600,63260.00,63567.21,60018.46,62930.72,2148.47086339
1635811200,60949.78,64300.00,60669.91,63260.00,3336.52681752
1635724800,61356.57,62500.00,59500.00,60922.85,2507.39797107
1635638400,61904.96,62438.85,60000.00,61359.44,1548.12901591
1635552000,62278.92,62376.32,60660.02,61932.30,1542.31917477
1635465600,60608.95,62971.54,60154.53,62301.59,3884.64236172
1635379200,58471.06,62524.00,56425.00,60592.76,3769.75506439
1635292800,60331.40,61489.00,58100.01,58465.90,3479.73809611
1635206400,63101.43,63299.30,59830.00,60328.22,1965.54522515
1635120000,60883.96,63733.93,60670.00,63101.43,1730.14621615
1635033600,61306.64,61497.33,59510.00,60910.16,1204.84773547
1634947200,60698.54,61737.38,59633.61,61338.76,1056.07965827
1634860800,62207.51,63757.28,59953.74,60702.68,3159.42528548
1634774400,66027.81,66664.10,61850.00,62219.44,3891.52853281
1634688000,64282.20,67016.50,63529.00,65990.31,3070.68430005
1634601600,62014.99,64499.00,61350.00,64241.61,3253.73979225
1634515200,61519.52,62679.00,59013.00,62034.65,5754.55184160
1634428800,60885.27,61712.00,58933.00,61538.97,1261.12996084
1634342400,61703.45,62352.00,60100.27,60870.26,1263.44800176
1634256000,57370.48,62944.94,56877.00,61657.35,4205.42307030
1634169600,57395.84,58550.00,56830.56,57371.58,1879.45401231
1634083200,56004.61,57773.89,54231.00,57374.55,3359.69683046
1633996800,57490.00,57701.00,53909.00,55995.49,3224.83970306
1633910400,54657.00,57855.79,54462.45,57485.20,1955.78560334
1633824000,54984.49,56561.00,51000.00,54714.95,1735.42193508
1633737600,53952.82,55512.05,53674.69,54976.92,1061.02324334
1633651200,53816.16,56168.00,53623.02,53957.21,2217.75513685
1633564800,55360.10,55360.32,53289.57,53787.60,2349.70121453
1633478400,51521.89,55800.00,50428.64,55345.79,4441.90271751
1633392000,49283.89,51914.68,49075.00,51501.19,2206.59644303
1633305600,48231.04,49530.53,46900.00,49242.14,2737.78053315
1633219200,47644.63,49225.55,47119.87,48235.93,1164.60296870
1633132800,48185.61,48361.83,47468.15,47685.80,1361.84402667
1633046400,43835.47,48500.00,43291.07,48171.86,3446.87226506
1632960000,41537.56,44117.74,41427.87,43834.43,2614.50420927
1632873600,41024.21,42595.93,40750.00,41542.90,1804.77808474
1632787200,42154.87,42778.93,40888.00,41049.00,2246.85357977
1632700800,43162.82,44377.70,42130.00,42189.81,1936.64957217
1632614400,42699.10,43956.38,40808.00,43204.73,1659.78466242
1632528000,42835.88,43010.69,41689.60,42722.19,879.19677382
1632441600,44893.70,45159.90,40693.27,42848.50,4348.92828394
1632355200,43586.00,45013.17,43105.00,44903.50,2317.75578384
1632268800,40702.07,44031.85,40580.18,43589.53,3040.94514066
1632182400,43003.07,43643.34,39573.21,40596.54,5961.58790269
1632096000,47257.86,47334.54,42453.97,43035.99,4240.48541968
1632009600,48307.05,48389.52,46860.00,47245.25,999.59599085
1631923200,47316.21,48834.00,47052.90,48326.74,1452.50623073
1631836800,47773.44,48179.00,46712.14,47305.18,1558.52317573
1631750400,48188.12,48505.00,47035.00,47760.64,1886.04173385
1631664000,47123.81,48465.77,46702.26,48150.94,1307.24871087
1631577600,44983.77,47273.38,44704.18,47103.18,1643.95662405
1631491200,46039.42,46895.82,43400.00,44974.34,2308.42207379
1631404800,45162.96,46491.63,44752.96,46035.00,1015.76215832
1631318400,44858.20,45993.32,44767.75,45176.66,906.80620376
1631232000,46368.11,47029.08,44125.00,44857.38,2392.57110617
1631145600,46070.43,47419.95,45550.00,46392.81,2595.98696952
1631059200,46894.30,47386.72,44436.93,46091.94,3309.09834404
1630972800,52719.43,52956.47,42900.01,46866.82,6811.92218815
1630886400,51809.28,52810.00,51024.32,52708.20,2057.32862241
1630800000,49965.32,51900.00,49500.00,51809.28,986.48708300
1630713600,50033.50,50570.94,49388.26,49943.16,869.28839285
1630627200,49284.93,51050.00,48351.60,50025.04,2226.78294854
1630540800,48830.93,50390.00,48625.00,49274.79,2267.93197524
1630454400,47118.02,49134.00,46532.42,48853.49,2194.63007880
1630368000,46969.05,48270.33,46699.00,47156.09,2239.16770320
1630281600,48782.56,48915.29,46855.41,47003.44,1676.48255108
1630195200,48947.10,49666.00,47798.29,48808.72,1044.48189034
1630108800,49100.49,49325.00,48244.88,48935.36,692.70588551
1630022400,46857.86,49187.00,46363.00,49100.49,1943.55725598
1629936000,49022.39,49387.60,46309.33,46856.29,2091.10982610
1629849600,47670.80,49273.93,47100.00,49011.75,1902.72053396
1629763200,49516.08,49893.50,47593.66,47731.33,2217.80305724
1629676800,49296.71,50562.11,49010.00,49561.37,2419.86814706
1629590400,48883.84,49540.01,48080.17,49301.86,985.76533304
1629504000,49332.31,49833.02,48300.00,48884.34,1768.24156609
1629417600,46759.29,49436.10,46645.77,49356.00,2815.55159523
1629331200,44734.16,47114.99,43935.54,46764.30,2776.23768490
1629244800,44631.47,46041.62,44218.73,44721.13,2247.93415783
1629158400,45930.48,47183.37,44417.51,44694.35,3286.27326450
1629072000,47024.96,48075.22,45654.14,45930.51,2410.15099528
1628985600,47130.97,47424.00,45500.27,47028.30,1726.79562797
1628899200,47855.00,48190.00,46000.00,47119.73,1908.95141153
1628812800,44413.35,47929.18,44253.97,47860.58,2934.74203072
1628726400,45536.80,46236.70,43800.02,44444.45,2463.50628392
1628640000,45596.21,46787.60,45353.02,45539.85,2606.12636675
1628553600,46282.30,46759.00,44643.00,45609.70,2390.08850832
1628467200,43836.05,46529.02,42811.26,46292.89,4961.58828106
1628380800,44624.40,45355.00,43298.84,43858.42,3647.13062980
1628294400,42857.09,44763.14,42251.00,44612.94,4886.93838098
1628208000,40893.77,43381.00,39879.47,42856.59,2937.38483944
1628121600,39742.77,41401.96,37300.00,40894.67,5804.40706860
1628035200,38173.75,39973.94,37481.00,39741.12,4080.83535873
1627948800,39157.52,39792.83,37639.00,38177.07,3279.64493738
1627862400,39875.20,40459.31,38687.62,39165.55,2407.96526999
1627776000,41489.16,42614.85,39424.27,39839.00,2042.01706796
1627689600,42236.72,42411.32,41007.51,41490.13,1507.86822076
1627603200,40045.21,42335.50,38331.37,42234.89,3651.71579023
1627516800,40024.80,40662.80,39239.95,40037.51,2306.03838571
1627430400,39446.94,40927.53,38786.80,40036.32,3943.47800378
1627344000,37271.44,39539.50,36386.19,39475.41,5896.66715588
1627257600,35438.93,40581.30,35282.70,37291.24,8840.39875048
1627171200,34301.86,35448.97,33874.03,35428.28,2063.49425027
1627084800,33685.00,34534.32,33419.31,34301.78,1440.46627864
1626998400,32306.98,33684.17,32000.00,33684.17,1976.38421775
1626912000,32115.82,32609.83,31703.15,32300.88,2392.46948134
1626825600,29792.99,32875.42,29500.00,32138.45,4842.16399723
1626739200,30822.08,31068.62,29296.39,29786.58,3413.24206454
1626652800,31794.49,31881.71,30400.00,30829.29,2506.27744084
1626566400,31509.33,32440.98,31100.00,31776.65,1256.54606075
1626480000,31376.30,31950.00,31176.66,31529.68,1550.07201059
1626393600,31885.70,32264.53,31012.93,31388.17,1912.46866725
1626307200,32818.68,33179.00,31121.57,31848.65,2470.21303625
1626220800,32737.56,33111.72,31589.35,32823.55,2753.09806091
1626134400,33091.53,33340.00,32190.00,32728.00,1870.57403303
1626048000,34266.84,34677.00,32660.00,33105.00,1879.53733471
1625961600,33521.48,34635.82,33335.49,34258.53,1635.01765874
1625875200,33830.73,34261.04,33014.21,33517.60,1442.42483187
1625788800,32892.94,34115.44,32285.73,33826.43,1636.57507041
1625702400,33858.33,33943.02,32101.00,32898.79,2945.85492495
1625616000,34231.95,35059.02,33800.00,33882.47,1540.04244824
1625529600,33730.76,35100.49,33510.58,34244.09,2386.50511711
1625443200,35255.00,35258.70,33143.00,33704.21,2254.35340918
1625356800,34672.08,35960.00,34404.29,35289.21,1204.00371528
1625270400,33810.46,34959.72,33333.10,34688.30,1244.49692391
1625184000,33537.11,33981.51,32700.05,33811.56,2086.83881625
1625097600,35059.71,35071.34,32700.88,33564.21,3118.76325902
1625011200,35900.05,36099.82,34049.36,35037.23,3381.04539530
1624924800,34494.42,36623.79,34240.00,35907.93,3179.50783988
1624838400,34716.02,35357.13,33878.23,34487.11,3369.99371686
1624752000,32293.98,34772.94,32015.82,34699.50,3260.56534452
1624665600,31595.95,32714.46,30082.79,32269.38,3300.16005776
1624579200,34652.68,35517.22,31271.02,31597.75,5099.26353351
1624492800,33693.99,35289.00,32314.37,34649.32,4725.82718452
1624406400,32547.57,35000.00,31670.89,33652.28,5855.58129399
1624320000,31628.83,33315.85,28600.00,32545.26,9778.51694548
1624233600,35598.66,35763.80,31238.69,31634.16,8580.06222043
1624147200,35494.70,36125.00,33337.00,35589.77,3958.11811992
1624060800,35849.18,36440.00,34718.21,35507.06,3129.33472247
1623974400,38110.25,38208.68,35143.68,35840.00,4240.40486721
1623888000,38361.38,39553.05,37350.00,38097.68,3569.25261640
1623801600,40166.93,40506.59,38095.41,38353.99,4008.51296381
1623715200,40544.19,41341.57,39526.47,40171.47,4078.80197440
1623628800,39035.52,41050.00,38758.40,40532.79,6281.28059699
1623542400,35563.66,39386.43,34783.90,39013.76,3601.91766642
1623456000,37338.91,37445.55,34630.00,35542.76,3727.95235350
1623369600,36724.97,37680.65,35958.49,37341.11,3741.23051559
1623283200,37414.64,38446.24,35824.69,36707.54,5761.72488740
1623196800,33413.19,37556.25,32423.72,37400.00,8539.58734220
1623110400,33567.51,34085.61,31025.00,33411.69,9044.64846998
1623024000,35810.69,36808.30,33321.09,33582.62,4913.04022502
1622937600,35532.59,36510.58,35250.00,35808.85,2526.73361997
1622851200,36851.58,37927.93,34849.65,35532.14,4106.34880652
1622764800,39242.94,39277.36,35576.67,36887.32,5786.18608707
1622678400,37585.12,39490.00,37176.06,39219.88,4058.94293164
1622592000,36693.30,38256.30,35933.19,37589.36,4270.10341121
1622505600,37279.89,37927.44,35699.98,36693.30,4348.75448360
1622419200,35675.30,37540.96,34195.20,37341.41,4383.79233382
1622332800,34644.09,36516.99,33425.00,35677.72,2979.71977699
1622246400,35691.36,37348.01,33650.00,34632.08,4457.16762006
1622160000,38578.50,38905.12,34710.23,35692.46,6167.02059154
1622073600,39299.46,40429.47,37212.90,38503.47,4113.43820958
1621987200,38385.87,40904.00,37859.74,39309.56,4205.61283515
1621900800,38848.36,40000.00,36486.85,38397.72,5765.34726030
1621814400,34735.35,39960.00,34426.21,38839.86,10213.18324641
1621728000,37474.34,38311.74,31107.46,34706.79,9376.29208573
1621641600,37318.43,38887.99,35260.00,37500.54,5720.00562166
1621555200,40566.13,42297.89,33520.00,37335.16,13106.84060164
1621468800,36793.39,43000.00,35000.00,40640.90,14703.03041947
1621382400,42900.85,43601.63,30066.00,36780.43,32468.86397019
1621296000,43581.27,45872.05,42023.69,42877.75,6275.91387222
1621209600,46446.42,46648.50,42100.00,43593.39,12262.72268102
1621123200,46753.40,49800.00,43769.40,46444.75,5750.08326356
1621036800,49883.89,50710.93,46448.53,46708.89,3613.92837843
1620950400,49711.64,51572.00,48875.69,49880.43,4011.08190380
1620864000,49419.44,51420.72,45700.00,49694.96,9096.38363317
1620777600,56763.70,58021.26,48530.00,49386.56,6367.35410217
1620691200,55854.43,56972.33,54500.00,56763.70,4203.16906929
1620604800,58336.16,59603.00,53500.00,55880.72,6589.42714030
1620518400,58964.89,59300.62,56256.00,58305.24,2589.62561937
1620432000,57371.02,59564.24,56977.50,58984.75,2928.99345356
1620345600,56425.82,58743.85,55288.11,57381.73,4234.70954424
1620259200,57517.08,58420.83,55283.00,56447.39,5144.23317131
1620172800,53221.75,57976.62,52924.50,57509.93,5504.55788108
1620086400,57227.64,57250.85,53080.69,53236.84,5747.19401914
1620000000,56599.91,59000.00,56500.00,57222.37,3636.51735676
1619913600,57893.01,57967.01,56064.51,56622.66,1887.08427188
1619827200,57790.66,58549.00,57049.63,57851.91,2248.55545142
1619740800,53585.93,58008.00,53087.15,57775.27,4809.18204712
1619654400,54898.45,55239.33,52379.90,53593.97,4172.67670698
1619568000,55094.73,56500.00,53811.49,54901.97,4542.50992013
1619481600,54015.32,55519.37,53325.75,55091.39,4111.12521596
1619395200,49122.75,54404.78,48823.01,54073.41,6046.79682802
1619308800,50126.34,50608.94,47004.20,49128.43,4167.43570798
1619222400,51177.77,51227.38,48713.34,50118.94,3445.13658315
1619136000,51693.98,52131.34,47555.00,51176.65,11649.31918465
1619049600,53823.48,55491.80,50450.01,51683.95,7838.95634691
1618963200,56493.02,56850.00,53628.79,53806.24,4578.25708723
1618876800,55694.55,57119.00,53400.00,56503.19,5863.88283884
1618790400,56260.83,57633.00,54252.88,55694.55,5791.23906226
1618704000,60048.82,60433.81,51541.16,56280.60,12869.85937399
1618617600,61436.23,62596.48,59676.67,60032.29,3091.48365756
1618531200,63247.24,63580.40,60042.04,61436.24,5778.81668659
1618444800,62954.20,63855.37,61998.90,63239.19,3433.44934498
1618358400,63605.69,64895.22,61327.00,62986.09,6002.89354304
1618272000,59814.87,63769.00,59780.00,63564.48,5711.52676941
1618185600,59972.26,61234.56,59361.11,59831.66,3707.43645474
1618099200,59773.19,60679.00,59165.15,59979.26,1822.72044967
1618012800,58129.02,61222.22,57870.00,59766.93,3917.95081704
1617926400,58066.18,58890.25,57657.43,58109.56,2660.64809651
1617840000,55912.38,58145.49,55680.40,58096.60,4586.80685854
1617753600,58024.90,58668.00,55441.93,55932.83,5454.57661606
1617667200,59135.36,59473.90,57216.00,58018.30,2711.39784733
1617580800,58213.69,59280.00,56800.00,59125.00,2402.43713513
1617494400,57064.13,58501.00,56466.25,58212.18,1440.63181986
1617408000,58967.61,59801.39,56922.00,57064.42,1663.26835296
1617321600,58744.00,60103.04,58450.00,59003.60,2564.60002070
1617235200,58789.96,59490.00,57935.42,58728.53,2786.58091029
1617148800,58767.75,59816.17,56713.45,58782.58,4595.25252072
1617062400,57623.66,59388.66,57011.00,58760.59,3392.33861916
1616976000,55790.28,58402.68,54892.42,57600.10,5360.42566319
1616889600,55817.85,56573.04,54677.51,55790.92,2073.44919140
1616803200,55081.26,56686.15,53948.35,55839.42,2609.96757961
1616716800,51292.65,55114.86,51263.38,55081.37,4874.25111496
1616630400,52281.77,53271.59,50360.00,51326.11,6682.61740401
1616544000,54360.07,57207.33,51638.76,52287.52,6867.56433680
1616457600,54117.71,55866.44,52933.03,54361.57,4996.46365198
1616371200,57410.54,58461.78,53715.00,54070.92,6566.96696309
1616284800,58072.87,58632.52,55500.00,57381.79,3628.79780904
1616198400,58029.94,59957.00,57815.61,58138.39,2382.94564802
1616112000,57648.01,59450.95,56279.34,58072.00,3523.48233151
1616025600,58939.73,60083.25,57000.00,57648.05,5516.46389423
1615939200,56928.38,58968.80,54124.00,58901.80,5840.07702599
1615852800,55616.42,56950.00,53221.00,56908.34,7733.22669474
1615766400,58956.90,60595.13,54555.00,55644.37,7725.21404982
1615680000,61177.03,61700.00,58959.57,59016.39,3274.12215493
1615593600,57297.67,61781.83,56080.96,61165.19,6187.83400169
1615507200,57847.92,58098.50,55011.00,57271.04,5232.31057076
1615420800,55918.09,58155.99,54269.00,57772.09,6640.48776529
1615334400,54927.29,57402.89,53010.00,55852.29,6916.27818124
1615248000,52427.80,54939.26,51857.00,54929.02,5428.89224399
1615161600,50952.55,52427.80,49316.98,52427.80,4419.56113432
1615075200,48933.12,51477.53,48933.12,50967.30,2818.44991057
1614988800,48774.67,49200.00,47082.29,48904.63,2141.06029528
1614902400,48353.09,49471.24,46294.00,48739.21,5219.24690875
1614816000,50376.05,51817.54,47500.00,48360.50,5641.61213573
1614729600,48438.00,52652.82,48168.45,50379.68,6151.48715250
1614643200,49641.89,50250.00,47069.52,48516.35,4945.78880692
1614556800,45261.56,49831.52,45020.25,49629.33,8512.75943780
1614470400,46142.10,46659.88,43021.00,45240.96,6668.91811403
1614384000,46324.15,48365.31,45050.00,46109.98,3071.56836645
1614297600,47070.18,48476.62,44151.97,46314.83,8126.22740854
1614211200,49715.13,52079.16,46723.00,47088.58,7920.69294708
1614124800,48927.33,51459.51,47000.00,49754.00,8774.36674339
1614038400,54173.64,54196.58,44845.72,48887.93,17766.39814895
1613952000,57485.74,57564.19,47400.00,54173.65,17002.83273081
1613865600,55919.75,58354.14,55537.99,57492.91,3562.96950963
1613779200,56000.59,57553.81,54000.00,55936.04,5187.25046252
1613692800,51560.46,56399.99,50627.32,55988.58,9229.78250415
1613606400,52141.23,52566.98,50869.61,51579.54,6330.14291878
1613520000,49136.70,52640.00,48896.19,52174.28,9571.64796874
1613433600,47954.05,50602.53,47036.02,49166.53,8376.07608814
1613347200,48620.48,49048.82,45914.75,47942.57,6924.33408866
1613260800,47258.66,49714.66,47081.02,48662.50,5201.69392560
1613174400,47424.25,48220.00,46133.00,47228.48,4271.67215148
1613088000,48044.88,49000.00,46231.16,47395.84,5970.13590277
1613001600,44854.63,48696.84,44040.96,47981.48,9390.81635484
1612915200,46493.90,47364.09,43746.06,44854.63,9483.32895640
1612828800,46445.51,48216.09,45000.00,46505.20,12505.08248337
1612742400,38870.36,46712.12,38050.97,46416.45,19053.71343569
1612656000,39274.80,39727.44,37412.93,38858.39,5973.24016085
1612569600,38320.00,41025.48,38230.81,39282.10,8635.66020711
1612483200,36984.28,38359.69,36618.36,38320.00,5211.97488137
1612396800,37693.00,38748.52,36197.65,36996.32,11762.80234811
1612310400,35496.91,37732.87,35382.45,37691.63,8777.33287657
1612224000,33497.16,36008.67,33431.67,35522.16,7225.86501969
1612137600,33110.32,34736.10,32333.01,33532.74,8374.05662032
1612051200,34300.19,34380.21,32193.70,33141.38,4750.12315608
1611964800,34265.71,34931.39,32860.00,34323.00,7281.28566632
1611878400,33488.66,38620.00,31990.00,34249.64,31439.61903418
1611792000,30427.34,33870.58,29899.99,33484.87,17879.35697563
1611705600,32521.65,32580.12,29150.49,30424.62,22403.70666206
1611619200,32264.15,32953.28,30847.40,32504.53,11554.91101117
1611532800,32289.06,34888.00,31939.12,32261.22,10038.75547087
1611446400,32098.38,33075.75,30960.77,32288.83,4658.70962563
1611360000,32989.10,33468.46,31426.11,32117.49,5255.74586786
1611273600,30817.86,33864.85,28800.00,32992.06,17019.58345080
1611187200,35516.17,35620.96,30044.16,30818.18,21214.64125810
1611100800,35888.13,36440.10,33400.00,35496.91,12160.46753333
1611014400,36665.82,37874.71,35888.00,35917.62,6578.85825052
1610928000,35826.36,37449.86,34777.85,36616.95,6251.21454140
1610841600,36013.51,36839.00,33833.55,35819.25,6821.71255949
1610755200,36778.66,37944.12,35350.00,36000.00,7688.58269814
1610668800,39147.98,39694.00,34380.00,36756.57,13499.11727006
1610582400,37393.49,40112.78,36717.23,39134.35,10923.50473340
1610496000,34035.02,37800.00,32327.76,37393.49,13662.38751261
1610409600,35449.71,36639.23,32479.91,34035.02,18267.87445007
1610323200,38164.88,38261.39,30261.13,35455.58,40786.96425433
1610236800,40239.06,41450.00,34322.07,38173.73,16218.99740520
1610150400,40682.76,41422.77,38788.16,40239.06,8535.84731272
1610064000,39510.59,42000.00,36618.36,40667.07,22183.95174233
1609977600,36875.96,40402.46,36327.50,39510.49,23102.26120863
1609891200,34081.24,37050.83,33348.27,36849.94,19219.28788972
1609804800,32054.23,34500.00,29936.26,34039.05,14806.49650719
1609718400,33068.83,33669.76,27734.00,32005.88,22446.94000548
1609632000,32216.51,34800.00,31977.45,33097.83,14160.58128010
1609545600,29410.77,33333.00,29050.00,32216.53,17867.87889850
1609459200,28999.63,29700.00,28720.00,29402.64,8781.46555456
1609372800,28893.21,29300.00,27930.75,28992.79,9477.67661813
1609286400,27370.00,29010.32,27328.37,28881.30,11741.73338120
1609200000,27037.90,27395.00,25831.85,27370.00,9577.27829174
1609113600,26242.82,27473.49,26079.60,27037.91,7987.77761059
1609027200,26472.89,28377.94,25770.00,26259.60,13234.33412894
1608940800,24714.01,26809.50,24485.32,26466.28,7491.46184626
1608854400,23747.22,24777.00,23403.82,24705.15,6469.22897257
1608768000,23215.00,23779.14,22700.10,23726.28,7185.48205493
1608681600,23819.08,24096.90,22624.92,23247.71,11541.96937133
1608595200,22750.07,23843.21,22383.59,23835.10,9367.60948339
1608508800,23470.85,24123.83,21864.86,22732.01,12675.12801873
1608422400,23842.38,24298.04,23092.77,23470.85,5095.96264009
1608336000,23142.05,24217.38,22719.78,23842.99,8672.03769610
1608249600,22829.89,23284.68,22360.93,23136.14,11360.33890442
1608163200,21358.96,23777.00,21244.04,22814.24,22626.69253048
1608076800,19434.55,21576.76,19277.66,21365.70,14974.62184371
1607990400,19274.33,19567.84,19050.00,19434.87,6750.77219425
1607904000,19151.82,19346.90,18979.21,19274.33,3618.37690457
